포지션명,경력,주요업무,자격요건,우대사항
AI Engineer (병특 전문연구요원가능),신입 이상,"[기술스택]
-Language - Python
-Framework - Pytorch, Tensorflow, Keras, onnx, Langchain, Langgraph
-Infra - AWS, GCP, Kubernetes, Docker, Github
-Diffusion 기반 generative AI model 을 통한 Image, Video 생성 모델 서비스 구축
-공개된 상업용 AI API 활용을 통한 서비스 구현
-새로운 AI trend 에 대한 연구 및 활용","컴퓨터과학/데이터사이언스 전공자 또는 AI/ML 관련 전문 지식 보유자
* 신입/전문연구요원은 석사 이상 필수
-Python, Pytorch, Tensorflow, Keras 등 AI 개발 도구 활용 경험
-아래 조건 중 1개 이상 해당하는 분
* Diffusion 기반 generative AI model 을 사용한 서비스를 구축해 보았거나 하실 수 있는 분
* 그 외에 다양한 AI/ML 분야에 3년이상의 경험이 있으신분","-AI / ML 조직 리딩 경험
-DevOps 엔지니어링 경험
-AI / ML 을 활용한 서비스 구축 및 운영 경험
-AI / ML / 데이터사이언스 분야 석,박사 학위자 또는 그에 준하는 경력자
-비지니스 레벨의 일본어, 영어 구사가 가능한 분"
Product Owner(Device & Data),경력 5-10년,"• [제품 혁신 및 글로벌화] 코코지 오디오 플레이어를 통한 사용자 경험을 혁신하고, 다양한 국가에서 고객의 니즈를 충족할 수 있도록 지속적인 제품 개선을 추진합니다.
• [제품 전략 수립 및 관리] 시장의 문제를 정의하고, 제품 방향과 핵심 지표를 설정하여 모니터링, 액션 아이템 추진 및 결과 도출까지 전체 서비스 생애 주기를 관리합니다.
• [데이터 기반의 의사 결정] 데이터를 기반으로 최적의 사용자 경험(User Experience)를 기획하고 개발하여 성과를 측정하며, 인사이트를 도출하여 팀과 공유합니다.
• [개발 프로세스 주도] 상세 기획, 스프린트 진행, 배포까지의 일련의 과정을 책임지고 신규 기능이 성공적으로 개발될 수 있도록 지원합니다.","• 프로덕트 오너/프로덕트 매니저/서비스 기획자 경력 5년 이상
• 새로운 가치를 창출하기 위해 혁신적이고 도전적인 자세로 문제를 해결하고 기회를 탐색한 경험이 있으신 분
• 데이터 분석을 통해 고객 문제를 정의하고, 이를 해결하여 실질적인 비지니스 성과를 창출한 경험이 있으신 분
• 다양한 이해관계자와의 원활한 커뮤니케이션 및 협업 능력을 보유하신 분","• 스마트 디바이스 혹은 AI 기반의 B2C 서비스를 기획부터 출시, 운영까지 전체 프로세스를 경험하신 분
• 글로벌 시장에서 제품/서비스를 출시하고 운영한 경험이 있으신 분
• 비지니스 임팩트를 고려한 문제 해결 방안을 제시할 수 있는 분
• 사용자 인터뷰, 사용자 테스트 등 정성적 리서치 경험이 있으신 분"
Data Analyst,경력 2년 이상,"• 다양한 내부 데이터 분석을 통해 전사 전략 수립 및 의사 결정을 지원할 수 있는 인사이트 도출
• 제품의 지표를 설계하고 지속적으로 트래킹할 수 있도록 지표를 관리하며 대시보드와 리포트를 구성하여 인사이트 전달
• 다양한 팀과의 협업을 통해 비즈니스 문제를 정의하고 이를 해결하기 위한 가설을 수립하며 결과를 분석
• 구성원들이 쉽게 데이터에 접근하고 인사이트를 얻을 수 있도록 데이터 마트 설계 및 운영","• 데이터 분석 분야에서 2년 이상의 경력
• SQL을 활용하여 필요한 데이터를 추출하고 분석할 수 있는 역량을 보유한 분
• 데이터 기반으로 고객 문제를 정의하고 해결하여 실질적인 비즈니스 성과를 창출한 경험
• 빠르게 변화하는 환경에서 여러 프로젝트를 동시에 관리할 수 있는 역량을 보유한 분
• 코호트 분석, A/B 테스트, Funnel 분석 등의 분석 방법론에 대한 이해 & 실무 적용 경험","• 오디오 콘텐츠 플랫폼 또는 유사한 디지털 콘텐츠 산업 경험이 있으신 분
• Python, R 등을 활용한 데이터 분석에 대한 이해도가 높으신 분
• Spark, Airflow 등을 활용한 데이터 적재 및 가공에 대한 이해도가 있으신 분
• 머신러닝에 대한 이해가 높으신 분"
[AX] AI/ML 엔지니어,경력 3-7년,"•  챗봇 및 코파일럿 시스템의 성능 향상을 위한 LLM Finetuning, RAG 시스템 성능을 개선해요.
• 개인화를 위한 추천/검색 시스템을 개선해요.
• 데이터 수집, 전처리, 모델 훈련, 배포를 위한 AI 파이프라인을 설계 및 구현해요.
• 지연 시간, 정확도, 확장성 등 다양한 성능 지표에 대한 모델을 최적화해요.
• 배포된 서비스의 성능 모니터링 및 평가, 사용자 피드백과 데이터 분석을 바탕으로 한 개선을 진행해요.","• 컴퓨터 공학, 인공지능, 기계 학습 또는 관련 기술 분야의 학사 또는 석사 학위 혹은 그에 준하는 경험이 있어요.
• AI, ML, 또는 NLP 엔지니어링 분야에서 3년 이상의 전문 경력을 갖추고 있어요.
• Python 등의 언어에 대한 강력한 프로그래밍 능력, TensorFlow, PyTorch, Hugging Face Transformers 등의 라이브러리 사용 경험이 있어요.
• 대규모 언어 모델(LLama, Qwen, Phi 등) 미세 조정 및 배포 경험이 있어요.
• 데이터 전처리, 특성 엔지니리링, 모델 평가 기법에 대한 숙련도를 갖추고 있어요.
• 정보 검색 시스템 및 벡터 데이터베이스에 대한 지식이 있어요.","• 클라우드 플랫폼(AWS, GCP, 또는 Azure) 및 컨테이너화 기술(Docker, Kubernetes) 사용 경험이 있어요.
• 오픈 소스 AI 프로젝트 기여 또는 관련 분야의 논문 발표 경험이 있어요.
• 온프레미스 AI 모델 배포 및 유지 보수 경험이 있어요."
[Align] AI 리서치 엔지니어,경력 3-10년,"• 검색 시스템을 연구하고 개발해요.
- 자연어 검색을 위한 임베딩 모델을 학습하고 최적화해요.
- LLM을 활용해서 고도화된 임베딩 및 인덱싱 시스템을 구축해요.
- 다국어(영어/한국어 필수) 검색 시스템을 개발해요.
• 검색 모델 평가 시스템을 개발해요.
- 검색 품질 평가를 위한 레이블링 자동화 방법을 연구하고 구현해요.
- 레이블이 없는 데이터에 대한 모델 성능 비교 방법론을 개발해요.
- 언어별 특성을 고려한 평가 시스템을 개발해요.
• 대화 데이터를 분석하고 인사이트를 생성해요.
- 다국어 대화 데이터 분석 파이프라인을 구축해요.
- 대화 분석 데이터 기반 인사이트 레포트 자동 생성 방법을 개발해요.","• AI/ML 관련 학사 학위 이상 또는 그에 준하는 실무 경험이 있어요.
• Python, PyTorch, Huggingface 등 AI 개발 프레임워크를 잘 사용할 수 있어요.
• LLM, Transformer 아키텍처에 대해 깊이 이해하고 있어요.
• AI 모델 학습 경험(LLM fine-tuning, 임베딩 모델 등)이 있어요.
• 자연어 처리(NLP) 및 정보 검색(Information Retrieval)에 대해 이해하고 있어요.
• 문제 해결을 위한 유연한 사고방식을 갖추고 있어요.","• 컴퓨터 공학, 인공지능 또는 관련 분야에서 석사/박사 학위를 가지고 있어요.
• Vector Database(Qdrant, Milvus 등)를 활용한 경험이 있어요.
• 3년 이상의 관련 분야 경력이 있어요.
• 모델 경량화와 다국어 자연어 처리 시스템을 개발한 경험이 있어요.
• 논문을 출판하거나 연구 프로젝트(기업 과제, LLM 및 AI 관련 오픈소스 등)에 참여한 경험이 있어요."
[AX] LLM 소프트웨어 엔지니어,경력 1-5년,"• 고객 요구사항에 기반한 대화형 서비스를 설계, 개발, 배포하고 지속적으로 개선해요.
• 고객에게 고품질의 결과물을 제공하기 위한 코드 리뷰, 테스팅 및 디버깅에 참여해요.
• 데이터 파이프라인, 프롬프트 관리 시스템 등 대화형 서비스 구축 효율화를 위한 내부 프레임워크를 개발해요.
• 출시되는 다양한 대화형 서비스를 분석하고 프로토타이핑해요.","• 1-5년의 소프트웨어 개발 경력이 있어요.
• 컴퓨터 과학, 소프트웨어 공학 또는 관련 기술 분야의 학사 학위를 가지고 있거나 그에 준하는 경험이 있어요.
• Python, Go, Java 또는 JavaScript와 같은 프로그래밍 언어를 능숙하게 다룰 수 있어요.
• RESTful API, 데이터베이스(SQL, NoSQL, Vector) 및 데이터 구조를 이해하고 있어요.","• LLM 을 활용한 기능 혹은 서비스 개발 경험이 있어요.
• 메세징 앱 개발 경험이 있고, 통신 방식(Websocket, SSE, Polling 등)을 이해하고 있어요.
• 클라우드 플랫폼(AWS, GCP 또는 Azure) 및 컨테이너화 기술(Docker, Kubernetes) 경험이 있어요.
• AI 및 자연어 처리 개념에 대한 경험이 있어요.
• Git과 같은 버전 관리 시스템에 익숙해요.
• 오픈 소스 프로젝트에 기여한 적이 있거나 개인 코딩 프로젝트를 수행한 적이 있어요."
생성형 AI Python Fullstack 개발자,경력 5년 이상,"• Langchain 또는AI Agent 프레임워크 기반  Agent 기술 개발
• LLM 모델에 최적화된 Prompt 설계 및 적용(Prompt Engineering)
• AI 기반 FullStack 기술개발
• 최신 오픈소스를 활용한 커스타마이징 기술 개발","[기술 스킬]
• Python 언어에 대한 깊은 이해와 실무 경험 5년이상.
• 주요 Python 웹 프레임워크 사용 경험
(예: Streamlit, Gradio, Panel, FastAPI, Flask 등)
• 주요 Python AI 프레임워크 사용 경험
(예: LangChain, LangGraph, Autogen, crewAi  등)
• VectorDB 사용 경험
(예: Milvus, Faiss, Pinecone 등) 및 GraphDB(neo4j 등)
• RESTful API 설계 및 구현 경험
• 데이터베이스 설계 및 관리 경험 (SQL 및 NoSQL)
• 버전 관리 도구 사용 경험 (Git 등)
• 클라우드(AWS, Azure, GCP 등) 사용 경험 (개발환경 및 배포 등).
[시스템 설계 및 아키텍처]
• 백엔드 시스템 아키텍처 설계 경험
• 서버, 네트워크, 호스팅 환경에 대한 이해.
[문제 해결 능력]
• 디버깅 및 성능 최적화 경험
[소프트 스킬]
• 뛰어난 커뮤니케이션 능력.
• 팀워크 및 협업 능력.
• 자기주도적 업무 처리 능력","• 영어 소통 가능자
• React/Redux 기반 Frontend 기술개발 및 상용화 경험"
[Catalyst]  데이터엔지니어,경력 2-9년,"•Google Cloud 환경에서 의사결정 및 대시보드 제작에 필요한 데이터 적재
• Python, Airflow를 사용한 ETL/ELT 파이프라인 구축
• 데이터 마이그레이션, API를 사용한 데이터 적재","• Google BigQuery 및 Data Transfer 사용 경험
• SQL, Python를 사용한 데이터 적재, 마이그레이션 능력
• 데이터 모델링 경험이 있으며, 타인이 개발한 코드를 분석하는 능력
• 데이터에 대한 문제 해결 능력 및 협업 능력","• 이커머스 데이터 및 솔루션을 다뤄본 경험이 있으신 분(GA4, 광고 관련 API, Magento, SNS Business 관련)
• 대규모 데이터 처리 및 ETL/ELT 파이프라인 구축 경험이 있으신 분
• 데이터 모델링 경험이 있으며, 데이터 마트 생성 및 대시보드 구성 경험이 있으신 분"
데이터분석가 (사원급),경력 5년 이상,"• 데이터 추출 및 분석
• 캠페인 운영을 위한 데이터 분석 및 모니터링
• 고객사/해외 법인 커뮤니케이션","• 데이터의 특성과 흐름을 식별할 수 있는 데이터 문해 역량
• SQL, Python 등을 사용하여 효율적으로 데이터 추출 가능자
• EDA를 위한 Tool 사용 역량(Excel 포함 1개 이상)","•통계 전공자
•장애인은 관련법령에 의거 채용시 우대합니다 ."
데이터분석 태깅,경력 2년 이상,"• 글로벌 닷컴 웹페이지 및 앱 신규
런칭/변경에 따른 데이터 수집을 위한
태깅 기획
• Google Analytics 및 Adobe Analytics 활용 웹/앱데이터QA,분석 및 Tool Amdin
-고객사 해외법인 고객들과 커뮤니케이션 및 Task 일정/이슈 관리","• 적극적이고 능동적인 마인드, 커뮤니케이션 스킬
• 기본적인 비즈니스 영어 가능한 분
• 엑셀, 파워포인트 활용 가능한 분
• GA/AA에 대한 경험이 없어도 적극적으로 배우면서 데이터분석 분야에서
성장을 하고 싶으신 신입 분도 지원 가능하십니다.","• 적극적이고 능동적인 마인드, 커뮤니케이션 스킬
• 기본적인 비즈니스 영어 가능한 분
• 엑셀, 파워포인트 활용 가능한 분
• GA/AA에 대한 경험이 없어도 적극적으로 배우면서 데이터분석 분야에서
성장을 하고 싶으신 신입 분도 지원 가능하십니다.
• 장애인은 법령에 의해 채용시 우대합니다"
비즈니스 컨설턴트 (Data 분석),경력 5년 이상,"• 시의성을 고려한 분석 토픽 발굴
• 분석 토픽에 맞춰 분석 스토리라인 구성
• 발굴된 Insight를 기반으로 가설을 검증하고 최종 분석 결론 도출
• 분석 결과의 보고서화 및 Communication
• 영문보고서 작성","• Consultancy를 바탕으로 한 문제해결 및 Communication 역량
• 데이터의 특성과 흐름을 식별할 수 있는 데이터 문해 역량
• EDA를 위한 Tool 사용 역량(Excel 포함 1개 이상)
• PPT를 활용한 영문 보고서 작성 역량
• 영어 커뮤니케이션 가능",*장애인은 관련법령에 의해 채용시 우대합니다
고객 데이터 분석 담당자 (1년 계약),경력 7-20년,"• 콘텐츠 또는 고객에 대한 이슈 데이터 분석 리포트 작성
• 고객 행동 기반 타겟 세분화 및 분석
• CRM 운영 성과 분석 및 인사이트 도출","• B2C  CRM  데이터 분석 경력 7년 이상
• Big Query 활용 데이터 추출 및 분석 가능 (SQL 중급이상, 데이터 리터러시 역량)
• 고객 대시 보드 설계 운영 가능 (Looker studio , Tableau 활용 )
• 상품이나 콘텐츠  Customer Funnel / Journey 내 지표 선정 및 운영 경험이 있으신 분","• 파이썬 활용 고객 데이터 분석 가능
• 친화력이 있고 새로운 시도를 주저하지 않는 적극적인 성향을 가지신 분
• 업무에 대한 간결하고 논리적으로 커뮤니케이션이 가능하신 분"
